Pn,Ps,Dn,Ds,Gene,NI
71,139,47,57,OG0004903_codon_alignment,0.619470381141895
116,422,99,169,OG0004889_codon_alignment,0.4692421848819953
483,738,272,288,OG0004902_codon_alignment,0.6929698708751794
743,529,361,187,OG0004890_codon_alignment,0.727557875885615
149,335,73,159,OG0004901_codon_alignment,0.9687589450010222
117,127,63,52,OG0004891_codon_alignment,0.7604049493813274
232,307,130,107,OG0004900_codon_alignment,0.6219994988724631
158,466,85,209,OG0004892_codon_alignment,0.8336783640494825
71,408,59,181,OG0004899_codon_alignment,0.5338567630442007
188,174,98,84,OG0004893_codon_alignment,0.9261083743842364
240,855,141,380,OG0004898_codon_alignment,0.7565011820330969
18,305,32,126,OG0004894_codon_alignment,0.2323770491803279
271,285,170,130,OG0004897_codon_alignment,0.727141382868937
107,413,68,168,OG0004895_codon_alignment,0.6400797607178464
69,210,33,78,OG0005048_codon_alignment,0.7766233766233767
113,336,61,140,OG0005012_codon_alignment,0.7718579234972678
140,308,65,129,OG0005047_codon_alignment,0.9020979020979021
92,354,28,136,OG0005013_codon_alignment,1.2623083131557709
63,140,8,40,OG0005046_codon_alignment,2.25
100,157,47,63,OG0005014_codon_alignment,0.8537742241496137
20,359,8,185,OG0004972_codon_alignment,1.288300835654596
24,246,22,125,OG0005015_codon_alignment,0.5543237250554324
208,571,119,297,OG0004971_codon_alignment,0.9091524525747251
55,200,46,87,OG0005016_codon_alignment,0.5201086956521739
72,350,64,146,OG0004970_codon_alignment,0.4692857142857143
503,768,250,270,OG0005017_codon_alignment,0.7073437499999999
99,470,58,214,OG0004969_codon_alignment,0.7771826852531182
56,238,34,71,OG0005018_codon_alignment,0.49134948096885817
113,316,81,165,OG0005041_codon_alignment,0.7284341303328645
358,637,201,274,OG0005019_codon_alignment,0.7661222927747448
44,355,71,177,OG0005040_codon_alignment,0.30898631223963496
61,43,23,19,OG0005021_codon_alignment,1.1718907987866534
99,358,33,155,OG0005039_codon_alignment,1.298882681564246
283,373,136,162,OG0005022_codon_alignment,0.9037612363980445
533,1135,308,434,OG0005038_codon_alignment,0.6617140568682418
16,239,11,92,OG0005027_codon_alignment,0.5599087105363255
62,148,33,59,OG0005037_codon_alignment,0.748976248976249
70,251,33,119,OG0005028_codon_alignment,1.0056742726065433
90,238,34,94,OG0005036_codon_alignment,1.0454770143351457
48,203,34,112,OG0005029_codon_alignment,0.7789046653144016
163,248,93,94,OG0005035_codon_alignment,0.6643253555324314
76,343,34,148,OG0005030_codon_alignment,0.9645000857485851
345,443,180,204,OG0005033_codon_alignment,0.8826185101580135
353,515,150,187,OG0005031_codon_alignment,0.8545113268608414
570,782,289,310,OG0004498_codon_alignment,0.7818653262418251
91,280,73,121,OG0003600_codon_alignment,0.5386986301369864
18,155,11,90,OG0004497_codon_alignment,0.9501466275659824
26,232,17,105,OG0003601_codon_alignment,0.6921906693711968
119,161,55,63,OG0004496_codon_alignment,0.8466403162055335
207,411,94,183,OG0003602_codon_alignment,0.9805093958689238
58,284,49,104,OG0003629_codon_alignment,0.43345789019833286
303,408,118,171,OG0003603_codon_alignment,1.0762088733798605
477,1173,256,422,OG0003628_codon_alignment,0.6703364769820972
237,302,165,160,OG0003604_codon_alignment,0.7609873570138471
62,238,43,103,OG0003627_codon_alignment,0.623998436583936
441,591,218,232,OG0003605_codon_alignment,0.7941135379313556
162,332,78,154,OG0003626_codon_alignment,0.96339202965709
53,268,39,126,OG0003606_codon_alignment,0.6389207807118255
12,111,15,46,OG0003625_codon_alignment,0.33153153153153153
56,332,35,152,OG0003607_codon_alignment,0.7325301204819277
83,260,26,91,OG0003624_codon_alignment,1.1173076923076923
164,634,179,293,OG0003608_codon_alignment,0.42341786652098057
883,815,451,343,OG0003623_codon_alignment,0.8239875940309878
498,552,227,238,OG0003609_codon_alignment,0.9458915916491093
184,350,104,131,OG0003621_codon_alignment,0.6621978021978022
61,101,53,48,OG0003610_codon_alignment,0.5469830001868111
13,168,5,83,OG0003619_codon_alignment,1.2845238095238096
351,596,188,300,OG0003611_codon_alignment,0.9397758103669855
270,497,127,250,OG0003618_codon_alignment,1.0694085774489457
113,518,94,276,OG0003612_codon_alignment,0.6405158958350448
231,210,152,102,OG0003617_codon_alignment,0.7381578947368421
198,544,126,240,OG0003613_codon_alignment,0.6932773109243697
168,245,78,94,OG0003616_codon_alignment,0.8263736263736264
94,139,56,73,OG0003615_codon_alignment,0.8815519013360741
267,524,89,203,OG0004397_codon_alignment,1.1622137404580153
117,399,54,166,OG0004362_codon_alignment,0.9014202172096909
126,326,84,155,OG0004396_codon_alignment,0.7131901840490796
163,494,80,202,OG0004363_codon_alignment,0.8331477732793522
166,409,80,161,OG0004395_codon_alignment,0.8168092909535452
841,600,377,248,OG0004364_codon_alignment,0.922051282051282
308,316,135,124,OG0004394_codon_alignment,0.8952648851383029
524,637,251,292,OG0004366_codon_alignment,0.9569758642040941
98,244,43,107,OG0004323_codon_alignment,0.9994281357224553
78,147,54,69,OG0004368_codon_alignment,0.6780045351473923
13,157,15,73,OG0004321_codon_alignment,0.4029723991507431
102,147,45,67,OG0004369_codon_alignment,1.0331065759637188
284,756,172,321,OG0004320_codon_alignment,0.7010889627168697
78,1045,64,428,OG0004370_codon_alignment,0.49916267942583736
30,344,26,135,OG0004319_codon_alignment,0.4528175313059034
23,325,25,153,OG0004371_codon_alignment,0.43310769230769225
49,202,36,101,OG0004388_codon_alignment,0.6805555555555556
277,525,193,206,OG0004372_codon_alignment,0.5631581544534913
282,673,126,274,OG0004387_codon_alignment,0.9112007358664119
87,182,70,86,OG0004373_codon_alignment,0.5872841444270016
163,269,84,130,OG0004386_codon_alignment,0.9377765976278987
426,630,250,315,OG0004375_codon_alignment,0.8520000000000001
280,810,142,325,OG0004385_codon_alignment,0.7911667536080681
120,199,31,91,OG0004377_codon_alignment,1.770141027719241
184,403,93,157,OG0004384_codon_alignment,0.7707783025160757
69,175,52,97,OG0004378_codon_alignment,0.7354945054945056
129,499,65,206,OG0004383_codon_alignment,0.8193001387390164
169,99,76,54,OG0004380_codon_alignment,1.2129186602870812
207,305,131,146,OG0004382_codon_alignment,0.7564009510699536
113,381,59,133,OG0004381_codon_alignment,0.668579563147827
44,254,22,103,OG0003564_codon_alignment,0.8110236220472441
33,328,16,139,OG0003633_codon_alignment,0.874047256097561
41,264,35,121,OG0003562_codon_alignment,0.536904761904762
419,527,187,201,OG0003634_codon_alignment,0.8545901023856153
307,785,154,335,OG0003561_codon_alignment,0.8507320704772935
201,330,91,113,OG0003635_codon_alignment,0.7563436563436564
148,175,89,78,OG0003660_codon_alignment,0.7411878009630819
308,432,183,190,OG0003636_codon_alignment,0.7402347702894151
29,237,16,112,OG0003659_codon_alignment,0.8565400843881857
141,408,70,150,OG0003637_codon_alignment,0.7405462184873949
180,155,66,66,OG0003658_codon_alignment,1.1612903225806452
137,431,62,135,OG0003638_codon_alignment,0.6921263378489634
110,240,70,120,OG0003657_codon_alignment,0.7857142857142856
47,90,19,37,OG0003639_codon_alignment,1.0169590643274855
480,692,244,309,OG0003656_codon_alignment,0.8784231971951104
118,378,77,175,OG0003640_codon_alignment,0.7094757094757095
85,312,70,136,OG0003655_codon_alignment,0.5293040293040293
188,418,127,187,OG0003641_codon_alignment,0.6622461665975963
125,353,72,181,OG0003654_codon_alignment,0.8901872836008813
215,537,113,216,OG0003642_codon_alignment,0.7653136896227815
103,508,88,231,OG0003652_codon_alignment,0.5322342519685039
87,468,46,210,OG0003643_codon_alignment,0.8486622073578596
59,274,41,134,OG0003651_codon_alignment,0.7037564536229304
345,831,218,326,OG0003644_codon_alignment,0.6208392673798563
32,129,13,56,OG0003650_codon_alignment,1.0685748360166964
15,442,20,203,OG0003645_codon_alignment,0.3444570135746606
66,151,35,77,OG0003649_codon_alignment,0.96158940397351
155,365,74,138,OG0003646_codon_alignment,0.7919289152165864
170,444,129,189,OG0003648_codon_alignment,0.5609679446888749
234,514,112,205,OG0003647_codon_alignment,0.833275430794886
218,369,141,176,OG0004670_codon_alignment,0.7374348920794173
231,609,145,277,OG0004640_codon_alignment,0.7246135552913198
173,694,87,272,OG0004669_codon_alignment,0.7793567193348571
63,74,27,28,OG0004641_codon_alignment,0.8828828828828829
169,160,103,53,OG0004668_codon_alignment,0.543507281553398
144,316,80,154,OG0004642_codon_alignment,0.8772151898734177
65,112,38,43,OG0004601_codon_alignment,0.6567199248120301
53,340,22,140,OG0004643_codon_alignment,0.9919786096256685
88,134,51,52,OG0004599_codon_alignment,0.6695932104184958
124,651,67,292,OG0004645_codon_alignment,0.8301350390902629
56,572,38,199,OG0004598_codon_alignment,0.5126978284873022
54,119,23,53,OG0004646_codon_alignment,1.0456704420898795
70,242,41,79,OG0004597_codon_alignment,0.5573473090102802
62,240,56,108,OG0004647_codon_alignment,0.4982142857142858
70,265,63,133,OG0004663_codon_alignment,0.5576519916142558
112,427,91,190,OG0004648_codon_alignment,0.5476490722392362
306,859,135,345,OG0004662_codon_alignment,0.910360884749709
175,151,89,61,OG0004649_codon_alignment,0.7943299352630403
16,136,13,56,OG0004661_codon_alignment,0.5067873303167421
62,170,15,66,OG0004650_codon_alignment,1.6047058823529412
88,365,43,120,OG0004660_codon_alignment,0.6728257406817458
28,260,16,103,OG0004651_codon_alignment,0.6932692307692309
251,483,163,227,OG0004659_codon_alignment,0.7237104497707324
227,545,156,208,OG0004652_codon_alignment,0.5553516819571865
53,276,61,147,OG0004658_codon_alignment,0.46275837491090516
19,125,10,46,OG0004653_codon_alignment,0.6992
33,350,15,98,OG0004657_codon_alignment,0.616
159,305,68,136,OG0004654_codon_alignment,1.042622950819672
453,340,261,188,OG0004656_codon_alignment,0.9597025016903312
90,356,47,143,OG0004655_codon_alignment,0.7691847956012432
53,321,42,149,OG0005788_codon_alignment,0.5857439549028334
127,244,85,140,OG0005750_codon_alignment,0.8572806171648988
85,270,37,117,OG0005787_codon_alignment,0.9954954954954955
43,199,18,95,OG0005751_codon_alignment,1.1404243439419317
159,331,93,134,OG0005785_codon_alignment,0.6921352694669135
181,561,145,257,OG0005752_codon_alignment,0.5718483004487062
212,817,223,334,OG0005706_codon_alignment,0.3886470791641739
37,216,21,105,OG0005753_codon_alignment,0.8564814814814815
80,168,40,95,OG0005705_codon_alignment,1.130952380952381
105,367,63,179,OG0005754_codon_alignment,0.812897366030881
299,448,154,211,OG0005704_codon_alignment,0.9144393552875696
82,271,41,156,OG0005757_codon_alignment,1.151291512915129
100,369,66,168,OG0005703_codon_alignment,0.6898250800689825
14,149,13,78,OG0005758_codon_alignment,0.563758389261745
76,59,41,28,OG0005779_codon_alignment,0.8797023563455973
205,459,137,199,OG0005759_codon_alignment,0.6487444937423469
32,100,42,45,OG0005778_codon_alignment,0.34285714285714286
130,540,128,244,OG0005760_codon_alignment,0.458912037037037
187,247,81,94,OG0005777_codon_alignment,0.8785924926275804
430,281,181,115,OG0005761_codon_alignment,0.9722577220267001
65,235,31,113,OG0005776_codon_alignment,1.0082361015785863
26,7,4,0,OG0005762_codon_alignment,0.9285714285714286
44,131,18,45,OG0005775_codon_alignment,0.8396946564885496
91,412,40,148,OG0005764_codon_alignment,0.8172330097087379
115,100,25,27,OG0005774_codon_alignment,1.242
107,73,51,30,OG0005765_codon_alignment,0.8622078968573732
60,62,20,28,OG0005773_codon_alignment,1.3548387096774193
37,86,26,46,OG0005766_codon_alignment,0.761180679785331
375,635,180,234,OG0005772_codon_alignment,0.7677165354330707
269,562,103,199,OG0005767_codon_alignment,0.9247659192205369
46,93,17,51,OG0005935_codon_alignment,1.4838709677419355
144,337,95,149,OG0004499_codon_alignment,0.6701858503826331
104,266,40,104,OG0005934_codon_alignment,1.0165413533834586
89,269,60,121,OG0004500_codon_alignment,0.6672242874845106
136,427,71,159,OG0005933_codon_alignment,0.7132631856714056
204,160,115,66,OG0004501_codon_alignment,0.7317391304347826
158,415,96,152,OG0004460_codon_alignment,0.6028112449799197
112,315,65,146,OG0004502_codon_alignment,0.7986324786324787
63,233,37,113,OG0004459_codon_alignment,0.8257742721262035
130,426,71,157,OG0004503_codon_alignment,0.6747999735502216
151,348,56,149,OG0004458_codon_alignment,1.1545053366174056
100,172,64,69,OG0004505_codon_alignment,0.6268168604651163
407,1561,185,556,OG0004457_codon_alignment,0.7836002562459962
1420,1092,646,414,OG0004506_codon_alignment,0.8333616847548736
180,292,106,120,OG0004528_codon_alignment,0.6978547428276041
94,351,66,158,OG0004508_codon_alignment,0.6411119744453078
121,332,93,191,OG0004527_codon_alignment,0.7485101697111024
1598,1045,723,412,OG0004512_codon_alignment,0.8714037073067429
177,207,109,79,OG0004526_codon_alignment,0.6197314186943226
131,277,61,111,OG0004514_codon_alignment,0.86056696454992
158,399,99,205,OG0004525_codon_alignment,0.8199792410318726
123,361,63,188,OG0004515_codon_alignment,1.0167524073341248
115,515,77,227,OG0004524_codon_alignment,0.6583028621863574
164,344,30,131,OG0004516_codon_alignment,2.081782945736434
324,391,143,168,OG0004522_codon_alignment,0.9735124210827536
103,418,60,172,OG0004517_codon_alignment,0.7063795853269538
63,172,33,76,OG0004521_codon_alignment,0.843551797040169
459,574,284,249,OG0004518_codon_alignment,0.701102959218727
490,714,181,293,OG0004520_codon_alignment,1.1109305600693316
102,243,44,108,OG0004519_codon_alignment,1.0303030303030303
84,327,35,130,OG0005116_codon_alignment,0.9541284403669725
154,254,59,89,OG0005084_codon_alignment,0.9145869478179636
69,148,31,70,OG0005115_codon_alignment,1.0527462946817787
244,310,142,129,OG0005085_codon_alignment,0.715038618809632
166,853,97,388,OG0005113_codon_alignment,0.7784290738569754
41,255,23,112,OG0005086_codon_alignment,0.7829497016197784
268,332,73,121,OG0005045_codon_alignment,1.3380095725367223
72,243,32,124,OG0005087_codon_alignment,1.1481481481481481
66,217,28,93,OG0005044_codon_alignment,1.0102040816326532
100,320,65,135,OG0005088_codon_alignment,0.6490384615384616
119,244,60,85,OG0005043_codon_alignment,0.690915300546448
99,291,79,133,OG0005089_codon_alignment,0.5727521858280047
39,87,15,26,OG0005042_codon_alignment,0.7770114942528736
54,223,33,101,OG0005090_codon_alignment,0.7411333061557277
351,547,179,227,OG0005108_codon_alignment,0.8137530256452156
163,197,117,81,OG0005091_codon_alignment,0.5728231159703241
45,197,36,78,OG0005107_codon_alignment,0.49492385786802023
53,224,23,99,OG0005093_codon_alignment,1.0184394409937887
19,136,16,65,OG0005105_codon_alignment,0.5675551470588235
143,277,83,108,OG0005094_codon_alignment,0.6717411160889044
227,529,165,238,OG0005104_codon_alignment,0.6189608752935785
160,207,25,81,OG0005095_codon_alignment,2.5043478260869567
128,274,122,116,OG0005103_codon_alignment,0.4441785329663755
96,214,48,100,OG0005096_codon_alignment,0.9345794392523364
114,528,61,203,OG0005102_codon_alignment,0.7185171385991058
30,276,68,119,OG0005097_codon_alignment,0.19021739130434784
152,102,49,37,OG0005101_codon_alignment,1.125250100040016
107,227,80,78,OG0005098_codon_alignment,0.45958149779735685
666,754,388,302,OG0005100_codon_alignment,0.6875085454893489
100,443,52,193,OG0005099_codon_alignment,0.8378190658100364
263,626,155,283,OG0004361_codon_alignment,0.767072039575389
486,578,222,231,OG0004328_codon_alignment,0.8749181707659216
113,148,29,50,OG0004360_codon_alignment,1.316402609506058
257,663,166,254,OG0004329_codon_alignment,0.593123625724618
31,28,6,8,OG0004359_codon_alignment,1.4761904761904763
13,101,14,49,OG0004330_codon_alignment,0.4504950495049505
176,213,137,87,OG0004358_codon_alignment,0.5247249922895035
417,743,186,303,OG0004331_codon_alignment,0.9142751704076759
223,153,112,62,OG0004286_codon_alignment,0.8068394024276377
87,166,41,64,OG0004332_codon_alignment,0.8181016749926535
74,275,39,137,OG0004285_codon_alignment,0.9452680652680654
34,668,34,285,OG0004333_codon_alignment,0.42664670658682635
130,245,58,119,OG0004284_codon_alignment,1.0886699507389164
77,319,37,152,OG0004336_codon_alignment,0.9916123019571296
31,90,23,47,OG0004283_codon_alignment,0.7038647342995169
142,239,61,82,OG0004337_codon_alignment,0.798683037245353
84,422,46,165,OG0004353_codon_alignment,0.7139913455594478
6,142,9,60,OG0004338_codon_alignment,0.28169014084507044
78,218,29,108,OG0004352_codon_alignment,1.3324897184435305
104,403,63,183,OG0004339_codon_alignment,0.7496159754224271
39,331,22,123,OG0004351_codon_alignment,0.6587475968140621
76,182,37,74,OG0004340_codon_alignment,0.8351648351648352
186,411,175,198,OG0004350_codon_alignment,0.5120333680917623
171,390,107,173,OG0004342_codon_alignment,0.7089144500359454
92,255,55,107,OG0004348_codon_alignment,0.7018894830659537
69,181,39,75,OG0004343_codon_alignment,0.7331066723331917
62,104,42,52,OG0004347_codon_alignment,0.738095238095238
61,460,33,167,OG0004344_codon_alignment,0.671080368906456
85,170,52,81,OG0004346_codon_alignment,0.7788461538461539
437,748,236,328,OG0004345_codon_alignment,0.8119731713949062
47,224,21,105,OG0003498_codon_alignment,1.0491071428571428
184,352,94,152,OG0003531_codon_alignment,0.8452611218568664
191,347,109,150,OG0003496_codon_alignment,0.7574756100785236
24,107,18,55,OG0003532_codon_alignment,0.6853582554517134
57,153,37,81,OG0003495_codon_alignment,0.8155802861685215
381,478,161,178,OG0003534_codon_alignment,0.8812339198004107
282,651,155,282,OG0003560_codon_alignment,0.7881076259848373
402,633,207,274,OG0003535_codon_alignment,0.8406255008356801
60,180,49,80,OG0003559_codon_alignment,0.5442176870748299
280,360,129,170,OG0003536_codon_alignment,1.0249784668389321
145,130,75,54,OG0003557_codon_alignment,0.8030769230769231
58,356,40,135,OG0003537_codon_alignment,0.5498595505617978
156,256,101,136,OG0003556_codon_alignment,0.8205445544554455
35,83,30,36,OG0003538_codon_alignment,0.5060240963855421
30,100,8,37,OG0003555_codon_alignment,1.3875
6,147,1,60,OG0003539_codon_alignment,2.4489795918367347
83,275,98,100,OG0003554_codon_alignment,0.3079777365491651
73,102,48,42,OG0003540_codon_alignment,0.6262254901960784
98,323,61,158,OG0003553_codon_alignment,0.785870172055017
41,84,20,36,OG0003541_codon_alignment,0.8785714285714286
140,476,106,219,OG0003552_codon_alignment,0.6076581576026637
153,120,74,48,OG0003542_codon_alignment,0.8270270270270269
131,376,71,164,OG0003551_codon_alignment,0.8047647587653581
14,129,9,67,OG0003543_codon_alignment,0.8079242032730405
109,372,85,154,OG0003550_codon_alignment,0.5308665401644529
39,136,25,68,OG0003545_codon_alignment,0.7799999999999999
89,85,27,32,OG0003549_codon_alignment,1.2409586056644881
138,465,76,185,OG0003546_codon_alignment,0.7224108658743632
59,145,52,68,OG0003548_codon_alignment,0.5320954907161803
33,175,26,91,OG0003547_codon_alignment,0.66
170,271,113,112,OG0003934_codon_alignment,0.6217548901152729
251,480,157,171,OG0006005_codon_alignment,0.569546178343949
56,147,49,62,OG0003933_codon_alignment,0.48202137998056366
36,311,19,117,OG0006006_codon_alignment,0.7128109663225588
912,602,511,257,OG0003932_codon_alignment,0.761922099199667
120,210,71,100,OG0006007_codon_alignment,0.8048289738430583
140,206,62,75,OG0003931_codon_alignment,0.822110867522706
55,53,13,19,OG0006008_codon_alignment,1.5166908563134978
143,455,77,172,OG0004494_codon_alignment,0.7020408163265306
576,906,284,380,OG0006009_codon_alignment,0.8506669153996829
112,273,82,109,OG0004493_codon_alignment,0.5453408380237648
206,160,95,83,OG0006011_codon_alignment,1.1248684210526316
111,456,62,174,OG0004492_codon_alignment,0.6831494057724957
118,264,83,118,OG0006012_codon_alignment,0.6354508944870391
117,519,96,249,OG0004491_codon_alignment,0.5847182080924855
228,567,126,242,OG0006013_codon_alignment,0.7723188040648357
52,154,40,76,OG0006028_codon_alignment,0.6415584415584416
361,405,169,164,OG0006014_codon_alignment,0.864986485499306
272,347,130,130,OG0006027_codon_alignment,0.7838616714697406
33,141,20,66,OG0006015_codon_alignment,0.7723404255319148
47,313,32,153,OG0006026_codon_alignment,0.7179512779552716
53,187,23,97,OG0006016_codon_alignment,1.1953034178098119
189,285,76,112,OG0006024_codon_alignment,0.9772853185595567
56,431,31,177,OG0006017_codon_alignment,0.7418606391737145
145,190,61,90,OG0006023_codon_alignment,1.1259706643658327
187,151,91,67,OG0006018_codon_alignment,0.9117968124590643
256,217,180,91,OG0006022_codon_alignment,0.5964157706093189
234,442,113,193,OG0006019_codon_alignment,0.9042165538781884
227,612,167,283,OG0006021_codon_alignment,0.6285566122656648
247,101,74,50,OG0006020_codon_alignment,1.6523949692266524
